ELECCION,nombres_candidato,apellido_paterno_candidato,apellido_materno_candidato,ESTADO,Observada
DIPUTADO,IVAN CRUZ,APABLAZA,MENDEZ,APROBADA,SI
SENADOR,ANGELICA,SAN CRISTOBAL,SILVA,APROBADA,SI
DIPUTADO,MAURICIO AARON,BURGOS,FERNANDEZ,APROBADA,SI
DIPUTADO,INGRID,JARA,ANDRADE,APROBADA,NO
DIPUTADO,JAIME,ARAYA,GUERRERO,APROBADA,SI
DIPUTADO,ADOLFO ANDRES,ESTRADA,ALDONEY,APROBADA,SI
DIPUTADO,PEDRO,HUICHALAF,ROA,APROBADA,SI
DIPUTADO,CAROL,VARAS,PANTOJA,APROBADA,SI
SENADOR,VALESKA DE LAS NIEVES,OYARCE,PEÑA,APROBADA,SI
DIPUTADO,NATALIA,SANCHEZ,ACEITUNO,APROBADA,SI
DIPUTADO,KATHERINE MURIEL,ALARCON,GIADACH,APROBADA,NO
DIPUTADO,MARGARITA DEL ROSARIO,GARRIDO,ACEVEDO,APROBADA,SI
DIPUTADO,ELIZABETH,ÑANCO,LINCOPI,APROBADA,SI
DIPUTADO,VARINIA LIDIA,DIAZ,CORTES,APROBADA,SI
DIPUTADO,RENZO,TRISOTTI,MARTINEZ,APROBADA,SI
DIPUTADO,CAROLINA ANGELA,GARATE,VERGARA,APROBADA,SI
DIPUTADO,JOHANNES,KAISER,BARENTS-VON HOHENHAGEN,APROBADA,SI
DIPUTADO,CARMINA IVONNE,FARAH,RODRIGUEZ,APROBADA,SI
DIPUTADO,JOHANNA DE LAS NIEVES,PACHECO,CURINAO,APROBADA,SI
DIPUTADO,RICARDO,SANZANA,OTEIZA,APROBADA,SI
DIPUTADO,LUIS ALBERTO,TAPIA,BASTIAS,APROBADA,SI
SENADOR,GERMAN EUGENIO,ROMAGNOLI,DELPORTE,APROBADA,SI
DIPUTADO,FLOR DEL CARMEN,ALEÑIR,MILLANAO,APROBADA,SI
DIPUTADO,JOANNA,PEREZ,OLEA,APROBADA,SI
DIPUTADO,ALEX MARCELO,VEGA,AGUAYO,APROBADA,SI
SENADOR,ENRIQUE,VAN RYSSELBERGHE,HERRERA,APROBADA,SI
DIPUTADO,MARIA ALEJANDRA,JARA,MARIN,APROBADA,SI
DIPUTADO,CLAUDIA LORETTO,ARAVENA,LAGOS,APROBADA,SI
DIPUTADO,MAURICIO ANDRES,AGUILERA,MUÑOZ,APROBADA,SI
SENADOR,ROBERTO ANDRES,FRANCESCONI,RIQUELME,APROBADA,SI
DIPUTADO,ROSALET MARYLINA,CONSTANZO,OTEY,APROBADA,SI
DIPUTADO,NADINE,SEPULVEDA,ARIAS,APROBADA,SI
DIPUTADO,ANGELICA DEL CARMEN,CUEVAS,PALOMINOS,APROBADA,SI
DIPUTADO,EVARISTO RENE,CURICAL,ÑANCO,APROBADA,SI
DIPUTADO,ALICIA KAROLINA,CARIQUEO,NARANJO,APROBADA,SI
DIPUTADO,HENRY,LEAL,BIZAMA,APROBADA,SI
DIPUTADO,JUAN ENRIQUE,CATALAN,JARA,APROBADA,SI
SENADOR,ANGELICA MARIA,HENRIQUEZ,FERNANDEZ,APROBADA,SI
SENADOR,PAMELA SOLEDAD,BERTIN,HERNANDEZ,APROBADA,NO
DIPUTADO,HANSY PAOLA,CHAVEZ,GOMEZ,APROBADA,SI
DIPUTADO,ANDREA PATRICIA,ARAYA,TORO,APROBADA,SI
DIPUTADO,ANDREA ROSARIO,IÑIGUEZ,MANSO,APROBADA,SI
SENADOR,ROJO,EDWARDS,SILVA,APROBADA,SI
SENADOR,MARTA,MOLINA,AVILA,APROBADA,SI
DIPUTADO,MARCELA,SANDOVAL,OSORIO,APROBADA,SI
DIPUTADO,CAROLINA INES,GONZALEZ,VELASQUEZ,APROBADA,SI
SENADOR,MARIA SUSANA,VERA,IBACACHE,APROBADA,SI
DIPUTADO,GERARDO ANDRES,DEL LAGO,CUVERTINO,APROBADA,SI
SENADOR,EDIO EDUARDO,CORTES,LARA,APROBADA,SI
DIPUTADO,EVELYN CAROLINA,FARIAS,AILIO,APROBADA,SI
DIPUTADO,INGRID,CONEJEROS,MONTECINO,APROBADA,SI
DIPUTADO,ALEJANDRA SOLANGE,NAVARRETE,CARRASCO,APROBADA,SI
DIPUTADO,CRISTOPHER ENRIQUE,SUAZO,BENAVIDES,RECHAZADA,NO
DIPUTADO,CATALINA VALESKA,VALENZUELA,MAUREIRA,APROBADA,SI
DIPUTADO,JUAN EGOR,PLAZA,AGUILAR,APROBADA,SI
DIPUTADO,LUIS ALBERTO,CUELLO,PEÑA Y LILLO,APROBADA,SI
DIPUTADO,HOTUITI,TEAO,DRAGO,APROBADA,SI
DIPUTADO,MERCEDES ELENA,ESCALONA,PAREDES,APROBADA,SI
SENADOR,PAULA CAROLINA,CANCINO,CANCINO,APROBADA,SI
SENADOR,PABLO,DINTRANS,CRIVELLI,APROBADA,SI
DIPUTADO,CARLA ANDREA,MORALES,MALDONADO,APROBADA,NO
DIPUTADO,MACARENA CRISTINA,ARIAS,HERNANDEZ,APROBADA,SI
SENADOR,DAVID,KELLER,FREEMAN,APROBADA,SI
DIPUTADO,CRISTIAN ALFREDO,RAMIREZ,HENRIQUEZ,APROBADA,SI
DIPUTADO,YOLANDA MARISEL,PEDREROS,VENEGAS,APROBADA,SI
DIPUTADO,RONALD ESTEBAN,BRANDT,SILVA,APROBADA,SI
DIPUTADO,ANDRES EDUARDO,GUERRA,VEGA,APROBADA,SI
DIPUTADO,MYRTHA,GARATE,MARTINEZ,APROBADA,SI
DIPUTADO,MANUEL ANDRES,AHUMADA,LETELIER,APROBADA,SI
DIPUTADO,PABLO ANDRES,CABRERA,VERGARA,APROBADA,NO
DIPUTADO,JANETT SHIRLEY,GUERRA,ABURTO,APROBADA,SI
DIPUTADO,CRISTIAN EDUARDO,MONREAL,CORTES,APROBADA,SI
DIPUTADO,ALEX FERNANDO,GARRIDO,TAPIA,APROBADA,SI
DIPUTADO,SUSAN,ESCOBAR,GATICA,APROBADA,SI
DIPUTADO,YAZMIN LETICIA,LORCA,BENAVIDES,APROBADA,SI
DIPUTADO,ALEJANDRO,ROGERS,BOZZOLO,APROBADA,SI
SENADOR,JAVIER,MACAYA,DANUS,APROBADA,SI
PRESIDENTE,MARCO,ENRIQUEZ-OMINAMI,GUMUCIO,APROBADA,SI
DIPUTADO,MAXIMILIANO EDUARDO,MURATH,MANSILLA,APROBADA,SI
DIPUTADO,GASPAR ALBERTO,RIVAS,SANCHEZ,APROBADA,SI
SENADOR,ALEJANDRA,VALDOVINOS,JOFRE,APROBADA,SI
DIPUTADO,PRISCILA,CORSI,CACERES,APROBADA,SI
DIPUTADO,BARBARA MARLENE,GONZALEZ,CONTRERAS,APROBADA,SI
DIPUTADO,ALEJANDRA FRANCISCA,PLACENCIA,CABELLO,APROBADA,NO
DIPUTADO,RAUL ALBERTO,VILLAVICENCIO,MARABOLI,APROBADA,NO
DIPUTADO,STEPHAN HERBERT,SCHUBERT,RUBIO,APROBADA,SI
DIPUTADO,IVAN MARCELO,ARTEAGA,FUENTES,APROBADA,NO
DIPUTADO,ANDRES,SEPULVEDA,ROJAS,APROBADA,SI
SENADOR,TAMARA SEPHORA,GONZALEZ,CELIS,APROBADA,SI
DIPUTADO,ORLANDO,CASTILLO,VALENCIA,APROBADA,SI
DIPUTADO,CATHERINE ALEJANDRA,PACHECO,ORIAS,APROBADA,SI
DIPUTADO,JOSE MIGUEL,BARRIA,VALENZUELA,APROBADA,SI
SENADOR,CRISTIAN ARNOLDO,ALVAREZ,MANSILLA,APROBADA,SI
DIPUTADO,MERY PAOLA,AGUILA,GAJARDO,APROBADA,SI
DIPUTADO,CAROLINA INES,GONZALEZ,HERNANDEZ,RECHAZADA,NO
SENADOR,CELESTE,JIMENEZ,RIVEROS,APROBADA,SI
DIPUTADO,ROBERTO ANDRES,MONCADA,HERNANDEZ,APROBADA,SI
DIPUTADO,ALEJANDRO JAVIER,BERNALES,MALDONADO,APROBADA,SI
DIPUTADO,PABLO EMILIO,BLASET,GARRIDO,APROBADA,SI
DIPUTADO,LORENA DEL CARMEN,LLAMIN,MILLALEN,APROBADA,SI
SENADOR,MOISES FABIAN,IBACACHE,IGUAIN,APROBADA,SI
DIPUTADO,PAULA,ARRIAGADA,ORTIZ,APROBADA,SI
DIPUTADO,MIGUEL,ARTEAGA,CARES,APROBADA,SI
SENADOR,ERNA DEL CARMEN,PEREZ,GAETE,APROBADA,SI
DIPUTADO,GUILLERMO,RAMIREZ,DIEZ,APROBADA,SI
DIPUTADO,CARLA,MANTEROLA,ACLE,APROBADA,NO
DIPUTADO,JORGE,ALESSANDRI,VERGARA,APROBADA,SI
DIPUTADO,ROGELIA FRANCISCA,CONTRERAS,LIJERON,APROBADA,SI
DIPUTADO,ALEJANDRA PAMELA,JARA,QUIROZ,APROBADA,SI
DIPUTADO,PABLO ALEJANDRO,DONOSO,CHRISTIE,APROBADA,SI
DIPUTADO,CESAR ANDRES,LEVIO,MARTINEZ,APROBADA,SI
DIPUTADO,MARCELO,OLIVARES,FIGUEROA,APROBADA,SI
DIPUTADO,FABIOLA,TORRES,FARIAS,APROBADA,SI
DIPUTADO,JOAQUIN,LAVIN,LEON,APROBADA,SI
SENADOR,JEANNETTE DEL CARMEN,MEDINA,ARAYA,APROBADA,SI
DIPUTADO,FRANK WINSTON,GROBIER,MELLA,APROBADA,SI
DIPUTADO,DANIEL,MELO,CONTRERAS,APROBADA,SI
DIPUTADO,WALTER,MUÑOZ,GUTIERREZ,APROBADA,SI
DIPUTADO,PATRICIO,FIERRO,GARCES,APROBADA,SI
DIPUTADO,ALDO,MARDONES,ALARCON,APROBADA,SI
DIPUTADO,JUAN PABLO,MOYA,CACERES,APROBADA,SI
SENADOR,JEANETTE,HURTADO,ROJAS,APROBADA,SI
DIPUTADO,GABRIELA,CALDERON,ALVAREZ,APROBADA,SI
SENADOR,EILEEN PATRICIA,URQUETA,ROJAS,APROBADA,NO
DIPUTADO,FRANCISCA,OGALDE,VEGA,APROBADA,NO
SENADOR,DANIELA DEL PILAR,CABEZAS,VERA,APROBADA,SI
DIPUTADO,PAOLA ROSSANA,ESPINOSA,CORDERO,APROBADA,SI
DIPUTADO,GERSON,CAYUQUEO,RIQUELME,APROBADA,NO
DIPUTADO,CLAUDIA,PAILALEF,MONTIEL,APROBADA,SI
DIPUTADO,HECTOR ALEJANDRO,BARRIA,ANGULO,APROBADA,SI
DIPUTADO,CHRISTIAN OMAR,PINO,LANATA,APROBADA,SI
DIPUTADO,JUAN ANTONIO,COLOMA,ALAMOS,APROBADA,SI
DIPUTADO,SONJA,DEL RIO,BECKER,APROBADA,SI
DIPUTADO,MARTIN,CARVAJAL,MASJUAN,APROBADA,SI
DIPUTADO,LESLIE JUDITH,LEIVA,HENRIQUEZ,APROBADA,SI
DIPUTADO,ABRAHAM ELISEO,ORTIZ,ORELLANA,APROBADA,SI
DIPUTADO,ALVARO EDUARDO,SALAS,MENA,APROBADA,SI
DIPUTADO,ERIKA ALEJANDRA,OLIVERA,DE LA FUENTE,APROBADA,SI
DIPUTADO,JOCELYN ALEJANDRA,BURGOS,FLORES,APROBADA,SI
DIPUTADO,INGRID PATRICIA,MARIN,RAMOS,APROBADA,SI
DIPUTADO,OSCAR,AROCA,CONTRERAS,APROBADA,SI
DIPUTADO,CAROLINA ANDREA,DOWNEY,DIAZ,APROBADA,SI
DIPUTADO,PATRICIO ISMAEL,ROMO,VARGAS,APROBADA,SI
DIPUTADO,JORGE,DURAN,ESPINOZA,APROBADA,SI
DIPUTADO,FERNANDO ANDRES,MONSALVE,ARIAS,APROBADA,SI
DIPUTADO,CLAUDIO,ROJAS,DIAZ,APROBADA,SI
DIPUTADO,SEBASTIAN GONZALO,DUARTE,VERGARA,APROBADA,SI
DIPUTADO,ALVARO,CARTER,FERNANDEZ,APROBADA,SI
DIPUTADO,CRISTIAN,LABBE,MARTINEZ,APROBADA,SI
DIPUTADO,ANGEL RODRIGO,ROZAS,DIAZ,APROBADA,SI
DIPUTADO,CESAR ANTONIO,ROJAS,TORO,APROBADA,SI
DIPUTADO,MARTA AMERICA,GONZALEZ,OLEA,APROBADA,SI
DIPUTADO,JUAN,MASFERRER,VIDAL,APROBADA,SI
DIPUTADO,FRANCISCO,CLAVEL,DIAZ,APROBADA,SI
DIPUTADO,MARCO,LOYOLA,QUIROZ,APROBADA,SI
DIPUTADO,PATRICK ALAN,CASANOVA,TOBAR,APROBADA,SI
DIPUTADO,ALBERTO ALEJANDRO,LOPEZ,ENGEL,APROBADA,SI
DIPUTADO,MIGUEL ANGEL,CORTES,IBARRA,APROBADA,SI
DIPUTADO,PAOLA DE LOURDES,YAÑEZ,RIQUELME,APROBADA,NO
DIPUTADO,CAROLINA,MARTINEZ,SANTELICES,APROBADA,SI
DIPUTADO,GUIDO ANTONIO,DIAZ,VERGARA,APROBADA,SI
DIPUTADO,CAROLINA ANDREA,FLORES,MARIN,APROBADA,SI
DIPUTADO,CRISTIAN,ORTIZ,RUBIO,APROBADA,SI
DIPUTADO,JUAN RUBEN,CARDENAS,ARRIAGADA,APROBADA,SI
DIPUTADO,BARBARA ANDREA,CUBILLOS,FLORES,APROBADA,SI
SENADOR,ROBERTO,GIUBERGIA,VALDERRAMA,APROBADA,NO
DIPUTADO,JOCELYN PAMELA GORETTI,NEIRA,DIAZ,APROBADA,SI
DIPUTADO,CAROLA PIA,NARANJO,INOSTROZA,APROBADA,SI
DIPUTADO,ROXANA DEL CARMEN,JARA,ROMERO,APROBADA,NO
DIPUTADO,GRACE EUGENIA,SCHMIDT,MONJE,APROBADA,SI
SENADOR,PAMELA ANDREA,PIZARRO,VILLARROEL,APROBADA,SI
DIPUTADO,CARLOS,CISTERNA,PARRA,APROBADA,SI
SENADOR,KATHERINE ELIZABETH,LOPEZ,RIVERA,APROBADA,SI
DIPUTADO,YANTIEL,CALDERON,VALENZUELA,APROBADA,SI
DIPUTADO,CARLA,GUAITA,CARRIZO,APROBADA,SI
DIPUTADO,PABLO,YAÑEZ,PIZARRO,APROBADA,SI
DIPUTADO,SEBASTIAN,TORREALBA,ALVARADO,APROBADA,SI
DIPUTADO,GONZALO ANDRES,CHACON,LARRAIN,APROBADA,SI
DIPUTADO,ALEJANDRO,AREVALO,MIRANDA,APROBADA,SI
DIPUTADO,MILLARAI,ABELLEIRA,PERALTA,APROBADA,SI
DIPUTADO,DANIEL,IBAÑEZ,CASTRO,APROBADA,SI
DIPUTADO,JORGE HUMBERTO,ROJAS,VALLEJOS,APROBADA,SI
DIPUTADO,CLAUS,HANDWERCK,FELIU,APROBADA,SI
DIPUTADO,DANIEL,SANCHEZ,HUAÑACO,APROBADA,NO
SENADOR,VARINIA YUSETH,ARAVENA,PEREZ,APROBADA,SI
DIPUTADO,YAZNA MARIA,BARRERA,CESAREO,APROBADA,SI
DIPUTADO,RUBEN DARIO,OYARZO,FIGUEROA,APROBADA,SI
SENADOR,MAURICIO,MARTINEZ,HURTADO,APROBADA,SI
DIPUTADO,NICOLAS,NOMAN,GARRIDO,APROBADA,SI
DIPUTADO,ELIZABETH,ROJAS,HUENUPE,APROBADA,NO
DIPUTADO,HEERMAN PAULO,VARGAS,HOGER,APROBADA,NO
DIPUTADO,CAROLINA,SANTIS,GONZALEZ,APROBADA,SI
DIPUTADO,PAZ ANDREA,SUAREZ,BRIONES,APROBADA,NO
DIPUTADO,MARITZA,VENEGAS,ARROYO,APROBADA,SI
DIPUTADO,FELIPE ANDRES,CASTILLO,SOTO,APROBADA,SI
SENADOR,FRANCISCO JAVIER,CORDOVA,ECHEVERRIA,APROBADA,SI
SENADOR,ESTEBAN MARIO,AREVALO,DIAZ,APROBADA,SI
DIPUTADO,JOSE FERNANDO,OLIVARES,OJEDA,APROBADA,SI
DIPUTADO,ERIKA THAMARA,PUGA,SOTO,APROBADA,SI
DIPUTADO,JULIO,BECERRA,ESPINOZA,APROBADA,NO
DIPUTADO,BRIDIT,ULLOA,ESPINOZA,APROBADA,SI
DIPUTADO,PAOLA ANDREA,LAPORTE,VICTORIANO,APROBADA,SI
DIPUTADO,MARIA CONSUELO,VILLASEÑOR,SOTO,APROBADA,SI
DIPUTADO,JORGE ENRIQUE,ROJAS,CARVAJAL,APROBADA,SI
DIPUTADO,PAULA ANTONIA,ACUÑA,LEON,APROBADA,SI
DIPUTADO,IVAN GORKY,ROJAS,VILLAGRA,APROBADA,NO
DIPUTADO,MARIELA CECILIA,NUÑEZ,AVILA,APROBADA,SI
DIPUTADO,BORIS,DURAN,REYES,APROBADA,SI
DIPUTADO,ALEJANDRA EVELYN,APABLAZA,ELIZONDO,APROBADA,NO
DIPUTADO,CLAUDIA PAOLA,VASQUEZ,FUSTER,APROBADA,SI
DIPUTADO,ANDRES,CELIS,MONTT,APROBADA,SI
DIPUTADO,CESAR ESTEBAN,GONZALEZ,PIZARRO,APROBADA,SI
DIPUTADO,RICARDO ELIECER,NUÑEZ,MARTINEZ,APROBADA,NO
SENADOR,CRISTIAN ANDRES,ASTORGA,CORTES,APROBADA,SI
DIPUTADO,ANTONIO,SILVA,REYES,APROBADA,SI
SENADOR,NATALIA,RAVANALES,TORO,APROBADA,SI
DIPUTADO,RICARDO ALBERTO,ALEGRIA,ABARCA,APROBADA,SI
DIPUTADO,MARIA CRISTINA,BUSTOS,CONCHA,APROBADA,SI
DIPUTADO,ZARINA EDELMIRA,GUAMAN,OSORIO,APROBADA,NO
DIPUTADO,PAULA,NUCHE,GARRIDO,APROBADA,SI
SENADOR,ORIETTA ELIANA,LLAUCA,HUALA,APROBADA,SI
DIPUTADO,ROBINSON,LIZAMA,GATICA,APROBADA,SI
DIPUTADO,VIANNEY PAOLA,SIERRALTA,ARACENA,APROBADA,SI
DIPUTADO,LUIS ALEXIS,ORELLANA,PEÑA,APROBADA,NO
DIPUTADO,LISSETTE SOLANGE,PONCE,OLMEDO,APROBADA,SI
DIPUTADO,FELIPE,BARNACHEA,VASQUEZ,APROBADA,SI
DIPUTADO,MARTA PILAR,BRAVO,SALINAS,APROBADA,SI
DIPUTADO,VERONICA ANDREA,SOTOMAYOR,PEREZ,APROBADA,SI
DIPUTADO,LEYLA MASSIEL,JARA,LOPEZ,APROBADA,SI
DIPUTADO,IGNACIA,GOMEZ,MARTINEZ,APROBADA,SI
DIPUTADO,JUAN CARLOS,VIDAURRAZAGA,GONZALEZ,APROBADA,SI
DIPUTADO,GONZALO DEL CARMEN,RUBIO,FUENZALIDA,APROBADA,SI
DIPUTADO,FRANCISCO,VALDES,REYES,APROBADA,SI
DIPUTADO,JAIME IGNACIO,BRICEÑO,SAZO,APROBADA,SI
DIPUTADO,NATHALIE ANDREA,MERY,CERICHE,APROBADA,NO
DIPUTADO,PABLO ANDRES,SOTO,ZUÑIGA,APROBADA,SI
DIPUTADO,MARCELA,GUTIERREZ,MELLA,APROBADA,NO
DIPUTADO,XIMENA,MARIL,PILQUIMAN,APROBADA,SI
DIPUTADO,CYNTHIA ANA,VIVALLO,CUEVAS,APROBADA,SI
DIPUTADO,PABLO ANDRES,TAPIA,PINTO,APROBADA,SI
DIPUTADO,ANWAR,FARRAN,VELOSO,APROBADA,SI
DIPUTADO,GRACIELA,HUENUMAN,LINCOPI,APROBADA,SI
DIPUTADO,FRANCESCA,MUÑOZ,GONZALEZ,APROBADA,SI
DIPUTADO,EDITH PAOLA,ESTAY,OLGUIN,APROBADA,SI
DIPUTADO,KARLA,PINTO,TIMMERMANN,APROBADA,SI
DIPUTADO,JOHN LEANDRO,SANCHO,BICHET,APROBADA,SI
DIPUTADO,MARIELA ALEJANDRA,QUISPE,SANCHEZ,APROBADA,SI
DIPUTADO,EVELYN ROXANA,MANSILLA,MUÑOZ,APROBADA,SI
SENADOR,MARCO ANTONIO,DIAZ,MUÑOZ,APROBADA,SI
DIPUTADO,MARIO HERNAN,ROJAS,CARRASCO,APROBADA,SI
DIPUTADO,ENZO,MORALES,NORAMBUENA,APROBADA,SI
DIPUTADO,SILVIA JOCELYN,MUÑOZ,DONOSO,APROBADA,SI
DIPUTADO,ODEL DAVID,SOTO,SHEE,APROBADA,NO
SENADOR,FABIO ANDRES,BOGDANIC,MOLINA,APROBADA,SI
DIPUTADO,NATHALIE,CASTILLO,ROJAS,APROBADA,SI
DIPUTADO,INTI ELEODORO,SALAMANCA,FERNANDEZ,APROBADA,SI
DIPUTADO,ENRIQUE ALEXANDER,ALMEIDA,MERCADO,APROBADA,SI
DIPUTADO,BARBARA,PAVEZ,GARCIA,APROBADA,SI
DIPUTADO,ESTEBAN,VEGA,TORO,APROBADA,SI
DIPUTADO,CAROLINA BEATRIZ,CABELLO,VALENZUELA,APROBADA,SI
SENADOR,JESUS RODRIGO,GUTIERREZ,OLIVARES,APROBADA,SI
DIPUTADO,ANDRES,LONGTON,HERRERA,APROBADA,SI
DIPUTADO,DENISSE CAROLINA,GALLEGOS,CASTRO,APROBADA,SI
DIPUTADO,FREDERICK,SOTO,PONCE,APROBADA,NO
DIPUTADO,VIVIANA DE LAS MERCEDES,RODRIGUEZ,SAAVEDRA,APROBADA,SI
DIPUTADO,FELIPE,DONOSO,CASTRO,APROBADA,SI
DIPUTADO,PEDRO ALVARO ALONSO,HERRERA,VERGARA,APROBADA,SI
DIPUTADO,JORGE EDUARDO,MUÑOZ,SAAVEDRA,APROBADA,SI
DIPUTADO,JONATHAN EDUARDO,NORAMBUENA,BARROS,APROBADA,SI
DIPUTADO,BORIS LEANDRO,MARTINEZ,LABRA,APROBADA,NO
SENADOR,KATHERINE,ECHAIZ,THIELE,APROBADA,SI
DIPUTADO,PATRICIO,VIVANCO,CARRASCO,APROBADA,NO
DIPUTADO,LEOCAN,PORTUS,URBINA,APROBADA,SI
DIPUTADO,BRIGIDA,BEROIZA,LEVI,APROBADA,SI
SENADOR,KATHERINE RUPERTINA,QUILODRAN,PARRA,APROBADA,NO
DIPUTADO,KAREN ANDREA,MEDINA,VASQUEZ,APROBADA,SI
SENADOR,DARWIN RODRIGO,ACUÑA,BECERRA,APROBADA,SI
DIPUTADO,VIVIANA SOLEDAD,GONZALEZ,HERRERA,APROBADA,SI
DIPUTADO,PAOLA,MONCADA,VENEGAS,APROBADA,SI
DIPUTADO,PAOLA VERONICA,NAHUELHUAL,CATALAN,APROBADA,SI
DIPUTADO,HECTOR,CUMILAF,HUENTEMIL,APROBADA,NO
DIPUTADO,MAURICIO ANTONIO,OJEDA,REBOLLEDO,APROBADA,SI
DIPUTADO,ADEMAR OCTAVIO,MUÑOZ,RIFO,APROBADA,SI
DIPUTADO,GONZALO ANDRES,CARRASCO,CURILEM,APROBADA,SI
DIPUTADO,JAVIER ANTONIO,OLAVARRIA,MORALES,APROBADA,SI
DIPUTADO,IVAN,BUSTAMANTE,NAVARRO,APROBADA,SI
DIPUTADO,XIMENA ALEJANDRA,URIBE,CANOBRA,APROBADA,SI
SENADOR,KARIM ANTONIO,BIANCHI,RETAMALES,APROBADA,SI
DIPUTADO,RICARDO ALEJANDRO,DELGADO,GAETE,APROBADA,SI
DIPUTADO,ALEJANDRA,NOVOA,SANDOVAL,APROBADA,SI
DIPUTADO,RICARDO,GARCIA-HUIDOBRO,ANDAI,APROBADA,SI
DIPUTADO,SILVIA FABIOLA,PEREIRA,FOSTER,APROBADA,SI
DIPUTADO,MACARENA ALEJANDRA,FERNANDEZ,NUÑEZ,APROBADA,SI
DIPUTADO,NICOLAS EMILIO,FREIRE,CASTELLO,APROBADA,SI
DIPUTADO,YERKO EDVARD,SCHEIHING,SEPULVEDA,APROBADA,SI
DIPUTADO,VICTOR HUGO,ANTIL,CAYUQUEO,APROBADA,SI
DIPUTADO,NICOLAS,PREUSS,HERRERA,APROBADA,SI
DIPUTADO,CRISTIAN MAURICIO,CUSTA,SAPIAINS,APROBADA,SI
DIPUTADO,MARIA FRANCISCA,VALENZUELA,SERMINI,APROBADA,SI
DIPUTADO,PAZ,ANASTASIADIS,LE ROY,APROBADA,SI
DIPUTADO,FRANCISCA MARIA,PRIETO,ALCALDE,APROBADA,SI
DIPUTADO,JACQUELINE,QUINTANA,MUÑOZ,APROBADA,SI
DIPUTADO,JOSEFA,BELMAR,BAHAMONDEZ,APROBADA,NO
DIPUTADO,MAURICIO ANTONIO,SANTANDER,VIDELA,APROBADA,SI
DIPUTADO,JONATHAN,GOMEZ,ROJAS,APROBADA,SI
DIPUTADO,NATALIA,CASTILLO,MUÑOZ,APROBADA,SI
DIPUTADO,SANDRA PAZ,MARTINEZ,RUBIO,APROBADA,SI
DIPUTADO,AXEL PATRICIO,GONZALEZ,VALDEBENITO,APROBADA,SI
DIPUTADO,DAVID RODRIGO,ELGUETA,ALVAREZ,APROBADA,SI
DIPUTADO,GIOVANKA,LUENGO,FIGUEROA,APROBADA,SI
SENADOR,PAULINA ANDREA,NUÑEZ,URRUTIA,APROBADA,SI
DIPUTADO,PAULA,NIEVAS,SILVA,APROBADA,SI
DIPUTADO,LESLIE TAMARA,MIRANDA,RAMOS,APROBADA,NO
DIPUTADO,MONSERRAT,CANDIA,ROCHA,APROBADA,SI
DIPUTADO,VIVIANA ANDREA,GONZALEZ,NAVARRO,APROBADA,NO
DIPUTADO,JAIME SALVADOR,SAEZ,QUIROZ,APROBADA,NO
DIPUTADO,FELIPE,GONZALEZ,LOPEZ,APROBADA,SI
DIPUTADO,ALONSO ALEJANDRO,MUÑOZ,PEREZ,APROBADA,SI
DIPUTADO,JAVIERA IGNACIA,MORALES,ALVARADO,APROBADA,SI
SENADOR,MARIA DE LOS ANGELES,FLORES,RODRIGUEZ,APROBADA,SI
DIPUTADO,JESSICA DEL CARMEN,CAYUPI,LLANCALEO,APROBADA,SI
DIPUTADO,RODRIGO ANDRES,MORENO,MIRANDA,APROBADA,SI
DIPUTADO,PABLO,VIDAL,ROJAS,APROBADA,SI
DIPUTADO,MAXIMO RODRIGO,LEMUS,OLIVARES,RECHAZADA,NO
SENADOR,GIANNINA TERESA,GONZALEZ,MICHEA,APROBADA,SI
DIPUTADO,ANA VALESKA,MUÑOZ,MUÑOZ,APROBADA,SI
DIPUTADO,PAULA ANDREA,OLMOS,CONTRERAS,APROBADA,SI
DIPUTADO,MARGARITA ERNESTINA,GUERRERO,ZAMORA,APROBADA,SI
DIPUTADO,JONATHAN ARTURO,RIOS,PUEBLA,APROBADA,SI
DIPUTADO,JAVIER CLAUDIO DAVID,OLIVA,BERMEDO,APROBADA,SI
SENADOR,FABIOLA,CAMPILLAI,ROJAS,APROBADA,SI
DIPUTADO,ANIBAL ANDRES,NAVARRETE,CARRASCO,APROBADA,SI
SENADOR,ROBERTO ALEJANDRO,GUZMAN,AVENDAÑO,APROBADA,SI
DIPUTADO,NELSON ALEXANDER,CARES,ORMEÑO,APROBADA,SI
DIPUTADO,RODRIGO ANDRES,CASTRO,GALAZ,APROBADA,NO
DIPUTADO,MARIO AUGUSTO,OGAZ,ORELLANA,APROBADA,SI
DIPUTADO,DIEGO,BULNES,VALDES,APROBADA,SI
DIPUTADO,JUAN,IRARRAZAVAL,ROSSEL,APROBADA,SI
SENADOR,MACARENA DEL PILAR,MATAS,PICART,APROBADA,SI
DIPUTADO,LUIS ANTONIO,LEVI,ANINAO,APROBADA,SI
DIPUTADO,LORENA,JARA,JARA,APROBADA,SI
DIPUTADO,ROBERTO,CAMPOS,WEISS,APROBADA,SI
DIPUTADO,DAVID EDUARDO,WELLMANN,BUSTAMANTE,APROBADA,SI
DIPUTADO,CAROLINA ANDREA,CHAVEZ,ECHEVERRIA,APROBADA,SI
DIPUTADO,ROSSE-MARY,RAND,CONTRERAS,APROBADA,SI
DIPUTADO,JAIME,ARAVENA,ARAVENA,APROBADA,NO
DIPUTADO,MARISOL DEL CARMEN,BAÑARES,ZUÑIGA,APROBADA,SI
